Sqft_Living,Bedrooms,Bathrooms,Floors,Pincode,Sale_Price (₹),Year_Sold,Month_Sold,Quarter_Sold,Age_of_Property,YoY_Price_Change (%),Demand_Index,Event_Occurred,Inflation_Rate (%),GDP_Growth (%),Season,Years_Since_Event,Development_Project_Proximity
1376,1,3,2,636001,6101004,2018,7,3,16,7.31,88,No,5.75,7.25,Monsoon,9,1.1
2489,2,3,2,641001,8534693,2010,7,3,16,3.8,85,Yes,4.3,6.89,Monsoon,8,2.5
1812,5,2,2,625001,5932208,2014,4,2,25,5.42,79,No,4.65,7.45,Summer,0,1.8
1960,5,2,2,627001,13298763,2016,2,1,10,4.09,70,Yes,4.07,6.67,Winter,0,3.9
2824,1,1,1,641001,13096694,2020,5,2,24,6.01,74,Yes,3.96,7.91,Summer,4,1.0
2233,2,1,1,600001,7187442,2015,11,4,35,5.79,72,No,5.44,6.14,Festival,8,4.6
2105,3,3,1,636001,6812197,2015,11,4,29,4.9,86,Yes,4.0,7.28,Festival,6,4.5
2026,1,3,1,620001,12069984,2021,3,1,13,7.32,87,No,5.48,7.55,Summer,6,4.6
2897,1,1,1,641001,13104480,2016,9,3,10,6.3,95,No,4.57,6.94,Festival,1,3.8
2130,5,1,1,627001,9433564,2015,6,2,23,6.61,90,No,5.99,7.51,Monsoon,2,1.0
1660,1,2,2,636001,3956740,2014,1,1,32,3.75,96,Yes,3.99,7.85,Winter,3,2.5
1258,1,1,2,625001,5210846,2019,3,1,21,7.42,88,Yes,3.73,7.49,Summer,1,1.1
742,1,1,2,600001,7428760,2014,12,4,20,3.84,91,No,3.69,6.62,Winter,9,4.9
1563,5,3,2,625001,5309231,2018,4,2,34,4.11,94,Yes,5.59,7.12,Summer,8,2.0
728,3,1,2,620001,7610764,2023,9,3,33,3.64,91,No,4.59,7.82,Festival,4,3.1
1419,3,3,2,641001,12893427,2017,11,4,16,5.2,87,No,3.51,6.9,Festival,6,4.0
1746,1,1,1,636001,7495433,2023,6,2,26,7.44,85,Yes,5.69,7.36,Monsoon,8,4.6
505,5,2,2,641001,8215784,2021,4,2,39,4.26,71,No,5.69,6.93,Summer,4,3.9
967,3,1,1,627001,4967582,2019,1,1,34,4.87,84,Yes,5.52,6.24,Winter,5,3.5
2255,3,1,1,641001,3840268,2023,8,3,41,7.23,82,Yes,4.12,6.12,Monsoon,3,2.6
574,3,1,2,600001,9129026,2013,11,4,4,6.09,82,Yes,4.43,7.9,Festival,7,3.2
503,5,3,2,620001,8770938,2013,2,1,29,6.76,85,No,5.36,7.23,Winter,0,0.9
2370,5,2,2,625001,9557601,2019,11,4,31,4.07,77,No,4.72,6.21,Festival,0,4.5
1145,1,1,2,620001,11441243,2014,11,4,7,6.58,80,Yes,3.88,7.71,Festival,4,2.9
617,4,3,2,636001,3983638,2022,8,3,24,4.14,77,Yes,4.11,7.05,Monsoon,9,0.7
2129,3,2,2,641001,9911596,2022,6,2,15,7.94,91,No,5.93,7.54,Monsoon,8,4.6
2521,4,3,2,636001,8596127,2012,8,3,6,5.8,79,Yes,3.88,6.25,Monsoon,1,2.7
1446,5,3,1,625001,14652065,2017,6,2,25,6.48,92,Yes,5.32,7.81,Monsoon,2,4.4
1964,5,2,2,636001,5791671,2016,5,2,8,3.59,70,No,4.7,7.18,Summer,7,4.4
693,5,1,2,627001,5061892,2014,5,2,29,4.25,81,No,5.37,7.48,Summer,4,4.2
1346,4,3,1,620001,6431543,2019,10,4,29,3.7,78,No,5.15,6.06,Festival,2,0.8
1915,5,3,2,625001,9963266,2012,10,4,12,4.95,74,Yes,4.6,6.63,Festival,5,1.6
1958,1,1,2,625001,7078140,2014,11,4,14,4.42,78,No,4.38,6.53,Festival,5,4.4
2720,5,1,1,625001,14984827,2012,8,3,6,6.66,85,No,5.39,7.9,Monsoon,4,4.5
2168,2,2,2,600001,14854293,2019,7,3,10,3.54,87,No,4.31,6.37,Monsoon,4,2.6
2873,4,2,2,620001,11485356,2014,8,3,21,6.76,99,No,5.47,7.41,Monsoon,5,2.5
1933,2,2,2,636001,6909308,2010,12,4,25,3.23,77,No,5.2,6.09,Winter,1,1.3
1641,5,1,2,625001,12837206,2015,8,3,30,4.01,92,No,4.94,6.4,Monsoon,5,4.9
2310,1,3,2,620001,12347003,2019,7,3,23,6.96,80,No,4.42,6.68,Monsoon,1,1.5
1223,3,3,2,625001,10466897,2013,2,1,23,6.71,99,Yes,4.01,7.59,Winter,2,1.4
724,5,2,1,627001,10685727,2013,11,4,19,5.38,89,No,5.28,7.58,Festival,1,3.5
1031,1,1,2,627001,3915767,2017,9,3,29,3.25,88,Yes,3.73,7.91,Festival,0,1.6
612,4,3,2,627001,11689972,2011,7,3,11,6.05,73,Yes,5.93,7.83,Monsoon,0,4.7
2687,2,2,1,641001,12716486,2013,12,4,17,5.03,89,No,5.95,6.16,Winter,8,0.5
1058,2,3,1,625001,14430852,2011,11,4,8,4.58,95,Yes,3.83,7.66,Festival,3,0.5
2548,2,3,2,641001,11214491,2010,6,2,24,6.2,79,No,3.76,6.9,Monsoon,4,2.8
2637,4,1,1,620001,6369415,2019,9,3,33,5.18,93,Yes,4.53,7.73,Festival,9,2.7
1153,1,1,2,641001,13806734,2022,1,1,13,3.46,82,No,5.91,6.18,Winter,6,1.2
819,4,3,2,620001,13498179,2022,11,4,22,7.58,98,Yes,4.5,7.65,Festival,1,2.7
2073,2,2,1,620001,6703713,2012,2,1,32,6.89,89,No,4.41,6.32,Winter,9,2.4
2328,5,1,2,620001,14881412,2021,1,1,17,3.28,83,No,5.26,6.67,Winter,8,4.5
2417,3,3,2,636001,3381856,2017,10,4,11,5.63,90,Yes,3.95,6.06,Festival,3,0.5
638,4,1,1,641001,6765444,2015,12,4,11,3.42,71,Yes,4.41,6.25,Winter,9,4.9
2526,4,1,1,636001,12151969,2021,3,1,34,7.19,98,No,4.23,6.89,Summer,9,3.3
2806,1,1,1,625001,14096697,2016,11,4,32,6.07,73,Yes,5.0,7.64,Festival,0,1.2
1401,1,3,1,641001,7579097,2011,5,2,2,3.86,76,No,3.91,7.55,Summer,7,0.7
1189,4,2,2,625001,10613312,2015,1,1,17,3.1,88,Yes,4.87,6.47,Winter,3,2.9
2539,2,2,1,625001,7016899,2023,4,2,36,3.16,99,No,5.64,6.3,Summer,6,1.6
509,3,2,1,620001,14696693,2017,8,3,21,5.54,99,Yes,4.79,6.78,Monsoon,2,1.9
760,1,1,1,641001,6955199,2017,6,2,19,6.67,86,No,5.21,7.77,Monsoon,8,1.6
2442,2,3,1,625001,8242329,2013,1,1,22,3.6,85,Yes,3.69,6.18,Winter,4,3.4
2173,5,1,1,627001,6268896,2015,12,4,9,4.11,82,No,4.62,7.09,Winter,4,3.0
2719,1,2,2,625001,13049735,2023,1,1,21,4.64,93,Yes,3.74,6.18,Winter,2,0.9
2560,2,2,1,627001,7253459,2014,3,1,5,4.09,93,No,5.0,6.94,Summer,8,2.9
1691,2,3,2,641001,10356943,2018,10,4,24,4.96,91,Yes,4.2,6.25,Festival,2,4.1
2119,3,1,1,636001,10136940,2017,8,3,34,5.8,92,Yes,4.22,6.16,Monsoon,1,0.9
820,3,2,1,641001,5854135,2011,11,4,9,6.42,95,No,3.69,6.38,Festival,8,4.5
1842,5,3,1,636001,3476377,2021,11,4,30,7.82,96,Yes,4.28,6.51,Festival,8,3.1
2136,2,1,1,636001,3398422,2022,8,3,16,7.65,87,Yes,4.77,6.55,Monsoon,9,4.8
2876,2,1,1,641001,3121937,2016,3,1,24,5.85,90,No,4.96,7.29,Summer,3,1.2
2494,3,2,1,625001,4133629,2016,7,3,23,6.67,81,No,3.67,6.11,Monsoon,3,5.0
2443,1,2,1,600001,10652126,2020,12,4,36,7.75,92,No,5.13,6.16,Winter,9,3.4
2538,1,1,1,625001,3378355,2023,3,1,22,3.42,94,No,4.72,6.38,Summer,5,3.1
1618,4,1,2,625001,13279977,2023,4,2,28,3.03,70,Yes,4.84,7.74,Summer,8,2.8
2104,3,2,1,620001,6993611,2021,9,3,12,3.15,84,Yes,5.58,7.26,Festival,7,0.6
2865,4,1,2,620001,12737024,2010,4,2,24,5.82,72,Yes,4.36,7.46,Summer,9,4.7
735,3,2,1,625001,10814889,2010,3,1,16,6.81,75,No,3.94,6.74,Summer,2,3.4
2469,5,1,2,627001,14504456,2021,5,2,29,4.84,83,Yes,4.88,6.43,Summer,5,0.9
833,2,2,1,636001,10277186,2013,7,3,8,5.73,92,Yes,5.86,6.08,Monsoon,6,0.6
2408,5,3,1,620001,4675259,2014,5,2,19,5.58,75,No,4.79,6.98,Summer,5,0.7
875,3,2,1,625001,12428082,2013,4,2,22,3.47,70,Yes,5.58,7.15,Summer,2,3.2
1660,2,2,2,600001,13347737,2016,8,3,30,4.61,89,Yes,5.39,7.79,Monsoon,8,3.3
2070,1,3,2,627001,11173192,2012,4,2,17,3.1,75,No,4.8,7.76,Summer,3,2.7
1819,1,1,2,641001,9609001,2016,2,1,14,3.55,77,Yes,5.12,6.85,Winter,1,1.9
2355,4,3,2,625001,10537330,2022,10,4,20,7.06,95,No,4.52,6.85,Festival,8,2.9
1872,3,2,1,625001,11937999,2017,6,2,11,7.15,84,No,4.83,6.32,Monsoon,2,2.8
1372,3,1,1,636001,11816087,2015,2,1,23,7.01,83,Yes,4.77,6.51,Winter,5,0.6
1752,1,3,1,627001,9024945,2015,3,1,7,6.63,85,Yes,5.27,7.85,Summer,4,1.8
2817,5,1,2,620001,4360764,2017,1,1,15,6.97,89,Yes,4.52,6.28,Winter,1,0.7
2351,2,1,1,620001,6171553,2017,5,2,35,6.35,92,No,3.75,7.94,Summer,0,4.6
1814,5,3,2,620001,5594545,2016,9,3,22,6.35,85,No,5.47,7.01,Festival,8,3.8
1224,5,1,2,641001,6182999,2015,2,1,8,6.34,96,Yes,5.21,6.91,Winter,2,5.0
2552,1,3,2,627001,12514440,2015,12,4,33,5.57,88,Yes,5.88,6.35,Winter,6,1.9
577,1,2,2,627001,10406465,2019,7,3,33,4.82,93,No,4.57,7.32,Monsoon,8,4.5
631,1,1,2,620001,10029446,2020,5,2,11,6.65,70,Yes,3.7,6.92,Summer,8,3.2
1100,4,2,1,620001,14636335,2022,2,1,25,4.49,73,Yes,3.8,6.74,Winter,9,2.5
2272,5,2,2,636001,14242110,2022,8,3,29,5.71,93,No,5.43,6.53,Monsoon,5,1.5
1565,3,1,2,600001,8790740,2015,11,4,18,5.17,79,Yes,3.67,6.13,Festival,7,3.8
2636,2,3,1,600001,11951442,2017,6,2,19,4.38,89,Yes,5.77,7.04,Monsoon,8,4.6
2949,4,1,2,625001,11272686,2010,4,2,17,7.87,87,Yes,4.2,6.63,Summer,2,1.6
2843,3,2,2,625001,3840597,2014,4,2,15,4.29,71,Yes,5.75,7.42,Summer,5,1.3
2363,5,2,1,627001,3850122,2012,2,1,27,4.55,73,No,5.43,7.45,Winter,4,3.6
1818,1,3,1,627001,5572703,2021,3,1,13,3.81,84,No,5.68,6.66,Summer,6,4.9
1115,5,1,1,641001,3730559,2017,7,3,30,7.11,98,No,4.04,7.34,Monsoon,6,3.9
2969,2,2,2,641001,11910335,2020,3,1,15,5.93,73,No,4.99,6.52,Summer,8,1.8
2388,4,2,1,600001,9328404,2015,5,2,10,6.07,85,Yes,3.73,7.45,Summer,0,2.4
1546,4,2,1,625001,4862015,2023,10,4,37,7.1,84,Yes,4.01,6.03,Festival,5,2.2
1074,2,3,1,600001,13839111,2011,6,2,12,4.71,87,Yes,4.27,6.3,Monsoon,4,4.3
2690,3,2,2,600001,12921321,2022,6,2,25,3.97,76,Yes,5.35,6.49,Monsoon,3,4.0
1492,3,2,1,625001,14348964,2016,4,2,19,3.99,84,No,3.56,7.55,Summer,9,3.2
2692,4,1,2,641001,5005464,2016,6,2,22,6.66,91,Yes,5.76,6.13,Monsoon,0,1.7
1748,4,1,2,636001,14265281,2022,3,1,23,6.07,80,Yes,3.68,6.38,Summer,3,4.7
1002,1,2,1,636001,12670930,2014,7,3,13,4.03,88,No,4.44,6.72,Monsoon,9,3.4
2497,3,2,2,636001,7605677,2017,7,3,19,3.73,77,No,3.7,6.02,Monsoon,6,4.9
1320,2,1,2,625001,7017641,2023,4,2,22,3.6,93,No,5.42,7.52,Summer,3,3.1
2651,3,3,1,620001,12932520,2014,2,1,14,6.14,70,Yes,3.85,7.12,Winter,0,4.2
2470,1,3,2,620001,14885033,2010,11,4,10,3.0,72,No,5.71,7.8,Festival,9,4.2
697,4,3,1,620001,4705692,2018,7,3,37,3.09,74,Yes,4.83,6.06,Monsoon,0,2.0
2169,4,3,2,627001,11325648,2013,3,1,26,4.95,87,Yes,5.87,6.54,Summer,0,4.8
2938,1,3,2,641001,12397115,2022,1,1,22,6.46,81,No,4.23,7.46,Winter,9,0.6
1702,2,3,1,641001,3626776,2011,2,1,21,6.48,81,No,4.64,7.35,Winter,4,4.0
1971,4,3,1,627001,14106789,2013,10,4,16,5.15,90,No,5.24,6.49,Festival,6,4.8
2146,5,3,2,600001,4761987,2023,9,3,21,6.46,96,Yes,5.58,7.19,Festival,8,2.0
2192,4,1,2,636001,9523229,2022,12,4,30,5.61,95,Yes,4.55,7.59,Winter,7,3.4
1812,5,3,1,620001,12370707,2018,8,3,30,7.88,88,Yes,5.73,6.07,Monsoon,1,3.0
2535,1,3,2,636001,6486082,2011,6,2,23,3.81,78,No,3.79,7.44,Monsoon,8,3.9
977,1,3,2,620001,4550642,2013,6,2,17,6.0,80,Yes,5.27,6.5,Monsoon,3,4.4
1754,4,2,2,636001,13180433,2011,1,1,25,5.46,86,Yes,4.37,7.9,Winter,9,3.2
1422,3,1,2,600001,14498649,2014,2,1,26,3.97,85,Yes,3.75,7.08,Winter,4,4.2
919,5,1,1,636001,5494903,2012,4,2,11,6.75,73,Yes,4.47,6.07,Summer,4,1.9
2704,2,1,1,636001,10789283,2019,3,1,39,4.38,79,No,5.7,6.81,Summer,3,1.5
1620,4,3,1,625001,3516031,2011,1,1,30,4.91,91,Yes,5.95,7.93,Winter,5,2.4
1450,2,3,1,636001,3047367,2023,8,3,40,4.87,84,No,4.48,7.46,Monsoon,0,3.5
2836,4,2,1,625001,10226078,2018,7,3,25,4.22,94,No,5.72,6.6,Monsoon,1,1.3
1777,3,1,1,641001,8695908,2014,4,2,31,5.15,88,Yes,4.77,7.15,Summer,3,3.6
2743,3,3,2,627001,4632748,2019,12,4,38,5.37,72,Yes,5.29,7.2,Winter,3,2.3
2357,3,1,1,636001,7862944,2014,12,4,27,6.72,97,No,3.61,6.05,Winter,7,4.1
1016,3,2,2,641001,3364716,2010,9,3,13,6.83,90,Yes,4.89,6.36,Festival,8,0.7
2158,1,2,2,625001,14063299,2015,11,4,17,3.79,92,No,3.68,7.1,Festival,3,3.5
2365,1,2,2,636001,8327701,2022,4,2,29,5.96,99,Yes,4.17,6.81,Summer,5,3.4
1641,5,1,1,636001,11633305,2016,1,1,17,7.48,74,Yes,4.92,6.38,Winter,3,4.7
2432,2,3,2,600001,8253087,2010,10,4,6,3.54,80,No,5.52,7.55,Festival,3,3.7
1314,4,3,1,641001,7920791,2018,1,1,29,5.36,93,Yes,4.9,6.98,Winter,8,4.1
2775,4,2,2,620001,8270637,2017,1,1,21,6.75,74,No,5.84,6.62,Winter,3,4.6
2400,1,3,2,620001,11352804,2021,1,1,34,6.06,76,No,5.53,6.32,Winter,5,3.5
2763,4,2,1,600001,3454623,2023,4,2,16,3.5,75,Yes,3.89,7.22,Summer,8,1.8
2562,1,1,2,625001,11284742,2023,1,1,30,4.98,99,No,4.47,7.33,Winter,2,4.4
2594,5,2,2,620001,11015648,2017,2,1,17,5.54,95,Yes,5.17,7.34,Winter,6,3.9
2871,2,1,2,620001,4310646,2016,4,2,14,7.98,82,Yes,5.85,6.44,Summer,6,2.4
629,5,2,2,627001,11429948,2014,7,3,27,3.89,71,Yes,5.97,7.19,Monsoon,0,3.7
594,3,3,1,641001,12358346,2012,2,1,28,7.91,88,No,5.41,7.81,Winter,1,4.4
2455,3,3,2,625001,11169815,2021,8,3,26,4.88,80,Yes,4.93,6.71,Monsoon,4,4.9
1293,3,2,2,636001,3892743,2023,7,3,36,4.0,96,Yes,5.39,6.42,Monsoon,7,4.8
2334,5,3,1,641001,5014751,2018,9,3,29,5.07,89,No,4.18,7.54,Festival,5,2.0
2616,4,3,2,625001,8842488,2023,6,2,17,6.07,74,No,4.21,6.35,Monsoon,6,2.4
2183,2,3,2,620001,4413285,2016,4,2,29,4.07,78,No,5.14,6.51,Summer,2,1.0
510,3,1,2,627001,14528891,2020,6,2,32,4.46,75,No,5.68,6.2,Monsoon,5,1.6
2365,3,3,2,641001,13914133,2019,4,2,22,7.27,86,Yes,5.92,6.54,Summer,8,4.5
1211,3,1,1,620001,4330657,2019,7,3,37,8.0,88,Yes,4.35,6.82,Monsoon,2,2.1
2570,2,2,2,625001,12352819,2017,9,3,21,4.59,92,Yes,5.49,6.13,Festival,5,3.3
1314,3,3,1,641001,8252279,2023,3,1,24,3.74,77,Yes,5.63,7.74,Summer,6,3.5
845,2,3,2,636001,3945161,2015,3,1,21,6.97,76,No,5.06,7.03,Summer,4,4.0
2849,3,3,2,641001,8000783,2021,2,1,21,6.0,74,No,4.37,7.18,Winter,9,1.3
862,5,2,2,620001,5328767,2023,1,1,17,3.5,84,Yes,5.05,6.74,Winter,7,1.9
2943,5,1,1,641001,11333631,2020,1,1,24,7.73,79,No,4.96,7.34,Winter,7,2.5
2765,2,1,2,636001,5707133,2023,3,1,36,3.39,93,No,5.02,6.86,Summer,5,2.1
2688,5,3,2,627001,7819523,2014,7,3,33,6.13,85,No,5.05,7.52,Monsoon,6,4.9
1484,2,2,1,627001,14475418,2017,11,4,21,5.12,78,No,5.62,7.64,Festival,2,4.3
2139,5,2,1,620001,14083599,2012,9,3,15,5.78,76,No,3.93,7.34,Festival,6,2.7
1327,5,2,1,625001,9622266,2021,2,1,13,4.07,80,Yes,4.42,6.98,Winter,6,4.5
855,2,2,1,620001,13186163,2022,7,3,38,6.44,78,Yes,4.97,7.56,Monsoon,3,2.1
1847,4,2,2,627001,3053010,2022,1,1,34,7.8,86,No,4.21,6.99,Winter,9,4.0
2363,5,1,2,600001,8805333,2016,2,1,28,5.29,99,No,5.95,6.22,Winter,3,1.5
626,3,1,2,600001,8516552,2011,6,2,30,5.61,78,Yes,4.16,6.23,Monsoon,2,4.0
1103,4,1,2,641001,3907272,2012,11,4,31,4.2,72,Yes,4.67,7.9,Festival,9,2.6
2428,2,3,1,636001,13884890,2022,5,2,24,7.46,91,No,5.69,6.43,Summer,6,1.0
1513,4,2,2,641001,7074411,2021,8,3,19,7.86,77,No,3.7,7.63,Monsoon,4,1.7
550,1,3,2,600001,3536364,2011,12,4,5,6.93,88,No,5.55,6.49,Winter,2,2.3
1930,1,2,2,627001,3903057,2014,11,4,32,5.71,89,Yes,4.93,6.86,Festival,5,3.9
2292,5,1,2,641001,4750652,2016,2,1,20,7.78,85,No,3.58,7.31,Winter,5,0.8
2136,5,3,1,620001,13011770,2020,1,1,27,3.77,76,No,5.76,6.32,Winter,5,3.5
2145,3,1,2,636001,5619909,2019,7,3,26,5.39,97,No,3.6,7.47,Monsoon,1,3.7
2967,4,2,2,620001,14122472,2020,6,2,27,5.69,76,No,4.79,7.38,Monsoon,9,3.4
1705,1,2,2,636001,3663478,2020,8,3,35,5.46,89,No,3.62,7.09,Monsoon,6,3.9
2354,5,2,1,627001,7139524,2020,11,4,38,7.01,94,No,3.68,7.13,Festival,6,1.3
1066,4,1,1,641001,12691578,2019,8,3,39,6.35,82,No,5.72,6.21,Monsoon,9,3.1
2918,5,2,2,636001,13804815,2022,2,1,13,3.63,72,No,5.41,6.87,Winter,3,4.7
1435,5,1,2,620001,3990993,2023,8,3,28,4.73,81,Yes,3.99,6.17,Monsoon,5,3.2
2434,1,3,2,641001,9394544,2010,6,2,2,4.7,93,Yes,5.05,6.62,Monsoon,3,3.3
1832,1,2,1,641001,4588049,2022,9,3,39,5.83,77,Yes,5.49,7.8,Festival,3,3.8
701,5,2,2,620001,3959296,2019,12,4,11,4.46,82,No,5.72,7.15,Winter,5,2.0
2860,2,2,2,600001,11337746,2018,7,3,38,3.59,89,Yes,4.67,7.49,Monsoon,8,3.7
616,5,3,2,636001,10914933,2010,2,1,14,6.27,85,Yes,5.74,7.15,Winter,6,4.6
1436,5,2,1,620001,13202556,2010,8,3,3,7.26,76,Yes,4.77,6.39,Monsoon,1,0.5
1074,3,1,2,627001,3262530,2023,9,3,26,7.66,73,Yes,5.22,7.19,Festival,5,4.4
2791,3,1,2,625001,6631097,2021,7,3,16,7.86,98,Yes,5.95,7.51,Monsoon,4,1.5
1036,3,2,1,620001,8708824,2019,4,2,32,6.91,81,No,4.09,6.28,Summer,5,2.6
2125,2,2,1,641001,5042361,2017,9,3,36,3.7,86,Yes,3.92,7.63,Festival,7,4.3
2622,2,3,2,641001,3217767,2015,4,2,9,7.27,70,No,4.36,7.11,Summer,7,4.2
885,5,3,1,620001,4109970,2015,12,4,18,5.0,99,No,3.91,6.01,Winter,2,4.5
974,3,3,2,625001,6870033,2021,4,2,15,6.65,86,Yes,4.21,7.04,Summer,8,4.7
917,2,2,1,620001,8882545,2018,9,3,12,5.66,71,No,5.36,6.79,Festival,5,2.5
2894,1,3,1,625001,12034612,2013,8,3,18,7.14,75,Yes,4.69,6.59,Monsoon,6,3.5
1438,5,3,2,625001,3187486,2017,4,2,12,5.13,81,No,4.44,7.54,Summer,8,2.3
1454,4,1,2,627001,10263776,2013,8,3,24,3.31,95,No,4.42,7.8,Monsoon,6,2.1
1375,5,3,2,636001,4628782,2023,8,3,36,5.78,80,Yes,3.99,7.53,Monsoon,9,2.4
1262,4,1,1,641001,6388284,2011,7,3,20,3.86,90,No,4.62,7.69,Monsoon,8,3.8
1702,3,1,2,641001,12814968,2020,10,4,19,7.83,80,No,5.06,7.82,Festival,0,2.8
1705,4,3,2,625001,4733391,2017,6,2,22,5.63,87,No,3.85,7.83,Monsoon,0,4.2
1163,3,1,2,641001,11755198,2021,8,3,30,5.77,77,No,5.93,6.23,Monsoon,2,3.9
524,1,2,2,600001,11483310,2016,7,3,26,7.54,94,No,4.61,6.91,Monsoon,8,0.6
2490,4,2,2,625001,5202661,2013,5,2,14,6.12,76,No,5.87,6.0,Summer,0,3.3
1703,5,3,1,641001,7550056,2018,12,4,20,4.51,97,No,3.84,7.01,Winter,0,2.5
1209,3,2,2,600001,4162886,2018,4,2,38,4.48,83,No,5.42,7.85,Summer,4,2.6
2379,5,1,2,627001,7075341,2017,12,4,11,5.51,85,Yes,5.04,6.4,Winter,7,4.2
1684,2,2,1,641001,5929386,2023,2,1,41,7.33,81,No,5.55,7.28,Winter,1,3.0
2724,3,3,2,600001,9401391,2010,11,4,19,6.97,78,Yes,5.0,7.29,Festival,3,4.5
784,4,3,2,620001,6263647,2016,8,3,7,7.81,89,Yes,5.91,6.32,Monsoon,5,3.7
562,3,1,2,636001,14405861,2014,9,3,26,3.36,98,No,5.07,6.48,Festival,0,3.0
1502,5,3,2,620001,3958101,2016,4,2,16,4.34,92,No,5.46,6.92,Summer,3,3.9
1161,1,2,2,600001,3069519,2021,4,2,13,3.4,90,Yes,5.69,6.38,Summer,3,0.7
2703,3,3,1,625001,10838236,2018,5,2,17,6.76,85,Yes,5.29,7.17,Summer,8,0.6
1992,4,1,1,625001,3960655,2011,2,1,27,3.7,90,Yes,4.81,6.97,Winter,8,0.9
1466,2,3,1,641001,12585296,2022,7,3,42,3.5,88,No,4.18,7.04,Monsoon,5,2.5
1348,1,2,2,620001,5141924,2023,5,2,34,5.81,85,No,5.64,6.27,Summer,7,1.6
1607,2,1,1,625001,13608191,2020,6,2,24,5.06,78,No,4.7,7.03,Monsoon,9,4.9
1188,3,2,2,625001,5979674,2013,4,2,30,6.58,82,Yes,5.05,6.1,Summer,3,2.9
647,5,1,2,620001,5292056,2013,8,3,19,5.44,95,No,3.7,7.76,Monsoon,9,3.5
841,5,3,2,627001,11547596,2011,8,3,13,5.13,74,No,4.74,6.69,Monsoon,7,1.8
1586,4,1,1,625001,10122759,2012,12,4,6,5.13,91,No,5.25,7.71,Winter,2,1.9
2224,5,1,1,636001,5611895,2020,5,2,33,7.36,88,No,4.96,7.4,Summer,1,2.0
1883,1,3,1,600001,13416395,2023,12,4,16,4.98,79,Yes,4.62,7.53,Winter,5,3.6
826,5,2,2,641001,7233384,2023,6,2,16,4.67,76,No,4.06,6.63,Monsoon,4,2.6
2292,4,3,1,625001,10369080,2022,3,1,20,4.69,78,No,4.27,6.46,Summer,7,2.8
2259,3,1,2,636001,8852373,2017,1,1,23,3.98,94,Yes,5.25,6.81,Winter,0,3.2
1489,3,3,1,636001,12315889,2021,9,3,15,7.3,83,No,4.06,6.05,Festival,9,4.0
2762,5,1,1,625001,10656887,2018,9,3,32,3.73,84,Yes,5.05,7.84,Festival,2,0.9
2982,2,3,2,627001,7450696,2015,3,1,21,7.54,82,Yes,4.97,6.77,Summer,6,4.0
1451,3,3,2,600001,14768753,2019,4,2,32,4.42,79,No,5.93,7.98,Summer,9,3.0
1222,5,2,1,641001,5873382,2011,7,3,2,7.5,83,Yes,3.65,7.52,Monsoon,3,3.5
2579,4,1,1,625001,14444058,2011,2,1,6,6.95,95,No,3.77,6.16,Winter,9,2.0
2832,5,2,1,641001,4390179,2016,12,4,14,5.91,90,Yes,4.77,7.32,Winter,4,2.3
928,3,1,2,620001,11113324,2017,3,1,28,6.35,92,Yes,4.82,6.54,Summer,7,1.5
2000,4,3,2,636001,10128080,2017,6,2,20,4.63,98,No,3.6,6.49,Monsoon,0,4.9
785,5,1,1,636001,8851361,2023,11,4,40,5.87,81,Yes,5.56,6.51,Festival,0,2.7
2565,1,2,1,625001,11314052,2015,8,3,21,4.46,97,No,4.74,7.83,Monsoon,6,5.0
1268,4,2,2,625001,6771414,2019,1,1,29,5.01,98,No,4.37,7.0,Winter,8,2.7
1894,1,2,1,620001,3746470,2017,4,2,16,6.82,88,No,4.3,7.34,Summer,3,1.5
693,2,1,2,627001,13321501,2023,1,1,41,4.22,75,No,5.65,6.56,Winter,7,2.8
1487,4,2,2,625001,12537772,2010,2,1,16,7.19,81,Yes,3.99,7.05,Winter,9,0.7
1636,1,2,2,636001,10068566,2018,8,3,36,4.88,93,No,3.9,6.7,Monsoon,6,4.6
2661,3,2,2,641001,12961370,2022,6,2,28,5.66,82,Yes,4.03,6.64,Monsoon,1,4.2
2201,3,3,2,600001,4918517,2021,9,3,36,7.71,77,No,5.06,6.49,Festival,4,3.8
1446,2,3,2,641001,6459544,2010,2,1,30,6.41,85,Yes,5.53,6.82,Winter,8,3.2
1330,4,1,1,627001,10272268,2022,3,1,29,6.23,71,Yes,4.33,7.32,Summer,8,3.1
2420,4,1,2,600001,5830095,2012,9,3,17,6.56,91,Yes,3.93,6.44,Festival,2,5.0
554,4,2,2,641001,6429985,2021,9,3,41,7.59,76,Yes,4.02,7.93,Festival,2,1.8
1299,2,3,1,641001,4311414,2018,6,2,18,4.24,81,No,5.05,6.25,Monsoon,1,4.0
1277,4,2,2,620001,7185727,2020,3,1,24,6.07,76,No,4.12,6.96,Summer,6,3.1
1981,3,2,1,627001,11404196,2014,5,2,9,5.0,88,Yes,5.69,6.17,Summer,5,4.9
2401,1,3,2,636001,5814268,2018,2,1,31,3.06,83,Yes,3.76,6.05,Winter,4,4.2
2709,3,3,1,620001,11845909,2018,7,3,21,3.63,99,No,3.58,7.85,Monsoon,6,5.0
2634,3,3,1,600001,10058175,2015,10,4,20,4.62,78,Yes,3.72,7.62,Festival,3,3.1
554,1,1,2,636001,14598709,2020,11,4,35,5.82,87,Yes,5.61,7.39,Festival,4,1.4
